USERNAME,TEXT,RETWEETS,ABOUT_BASEBALL
cesar_augus,Los Tigres aprovechando al máximo la inefectividad del pitcheo del Magallanes para hacer seis carreras en el 1° inning. Y no hay outs.,0,1
cesar_augus,Ahora no está Carlos García ni la afición del Magallanes . ¿Qué pasó Machí?,1,1
cesar_augus,Se veía venir desde hace rato: Magallanes despidió a Carlos García. Omar Malavé será el manager y Álvaro Espinoza el coach de banco.,4,1
cesar_augus,"3° derrota en fila para Magallanes . Caracas perdiendo. Cayeron los Tigres.... Pese a perder, salieron bien los bengalas.",0,1
cesar_augus,"Jean Machí sacando ceros con los Tigres, lo cual confirma que estaba incómodo con Magallanes",1,1
cesar_augus,"¿Estará el puesto del ""Almirante"" Carlos García en riesgo? El pitcheo de Magallanes es un desastre.",0,1
cesar_augus,Magallanes le recetó ración de arepas al Caracas. Con opción de volver a la clasificación la nave. Los melenas se hunden un poco más.,0,1
cesar_augus,Por los momentos ninguna voz oficial de Tigres o Magallanes ha confirmado el cambio... Seguimos esperando,7,1
cesar_augus,"Magallanes se hunde con pésimas actuaciones de abridores y relevistas, ofensiva apagada y errores defensivos. ¡Palo abajo!",0,1
cesar_augus,Tigres y Caribes derrotando a Magallanes ayer y hoy se alejan en la zona de clasificación 1.5 J. Importante haber vencido al rival directo,2,1
cesar_augus,"Magallanes y Caracas hoy están fuera de la clasificación. El juego dominical reflejó el por qué: Pobre pitcheo, defensa deficiente...",0,1
megacaraquista,"Tigres y Magallanes haciendo cambios de jugadores, y El Caracas que los necesita mas, no ha hecho ni uno. #Leones",0,1
megacaraquista,. @leones_cbbc el lineup de hoy cual es,0,1
bluetwin,"@CleiTiger se pasaron, esta gente si que saben darle sazón al beisbol invernal.",0,1
bluetwin,@Enrique_Rojas1 @kevcabral @LVBP _Oficial es parte de un plan económico?,0,1
bluetwin,@verocastro6 @hgomez27 @VladGuerrero27 ya estas en mi lista de mujeres de baseball .,0,1
bluetwin,"Asi se juega baseball para ganar. Robo de home, crédito a Villar.",1,1
bluetwin,"@MannyRG04 Asi de interesante es nuestro baseball , cada dia trae sorpresas, Marco y Navarro no podrán jugar hoy y con justificación.",0,1
bluetwin,"@CleiTiger pero como la pelota es redonda, los 2 equipos que no ganaron nada a lo mejor pasan a la final. Asi es el Baseball .",0,1
bluetwin,"@Richardpe67 @anibalromeroliz @wandeRlupeRon24 quizás no somos eruditos del baseball , pero el draft nos dio la razón, Obispo pick #1",1,1
bluetwin,"El clima en San Pedro de Macorís dice que hoy se puede jugar baseball , 0 posibilidades de precipitaciones hasta las 1:00 AM que aumenta a 5% pic.twitter.com/1xFOznDQPZ",0,1
bluetwin,"@Fmadera08 @anibalromeroliz quizás a partir de hoy, asi es el baseball , un día los Cardinals decidieron darle un chance a Pujols y hoy...",0,1
bluetwin,"@cpjaadfv es un muchacho grande, digno de admirar porque siempre esta dispuesto a ir donde sea por jugar baseball y jugar por su país.",0,1
bluetwin,"Esta es la liga mas extraña de baseball , botan a Audo y lo recogen los Toros, quienes a su vez despiden a Mike Guerrero.",3,1
bluetwin,"@Lissette2402 recuerdo unos jugadores de baseball impresionados al ver toda la comida que le pusimos en la mesa, esa es la dignidad cubana.",0,1
bluetwin,"@Lissette2402 yo tuve la oportunidad de decirles a unos jugadores de baseball asustados, aqui ustedes son libres, coman y beban.",0,1
bluetwin,"Ya me estoy imaginando una promesa de campaña para, construir un estadio de baseball techado.",0,1
bluetwin,"Ayer se dieron dos situaciones que nos muestran que en un juego de baseball puede suceder cualquier cosa, ni ganaron los Toros, ni ganó TL.",0,1
bluetwin,"Sergio Alcántara, haciendo la clase de baseball que una vez le dio campeonatos al Licey. You remember the little team? El equipito!",0,1
bluetwin,"Mujeres de baseball , pues incluya a @RAQUELINFANTE2 , muchas felicidades y bendiciones desde lo más alto. HBD!",1,1
bluetwin,"Sergio Alcántara jugando un baseball depurado, sin presión. pic.twitter.com/almMVjtp8f",1,1
bluetwin,"Los fundamentos del baseball , oh mi equipo porqué hacer lo fácil tan difícil.",0,1
bluetwin,"Los santos les han fallado a los denominados super hombres del baseball en RD, muchos años en el negocio y no han ganado un campeonato.",0,1
DaniiAlejandroo,@PepeBeisbol eso esta definido caracas con lo de ayer quedo muerto Y magallanes no creo que pierda un juego zulia sale con el equipo b hoy.,0,1
arteagacaraquis,@anitaquintana87 por eso la gerencia tiene que saber trabajar con su base criolla mira a los tigres o magallanes .,0,1
arteagacaraquis,@nenez0r mi pana imaginte que magallanes a tenido mejor asitencia que el CCS.,0,1
arteagacaraquis,"@alexpinto1989 @ricardooleon claro eso es otra cosa, pero fijate magallanes perdio contra un lara clasificado igual CCS, y mira bravos (0-5)",0,1
arteagacaraquis,"@datobinario solo 1 menos que tigres y magallanes , tienen pinta de victimas.",0,1
arteagacaraquis,@victopiapio la diferencia es que esos jugadores de tigres y magallanes han ganado campeonatos. Pero los nuestros que?,0,1
arteagacaraquis,@guille94 en la columna de las derrotas solo tiene 1 menos que magallanes y tigres. Demasiada suerte.,0,1
arteagacaraquis,"@RobyKing ve bien el calendario les queda 3 con tigres con magallanes y 2 con leones, es mucho riesgo.",1,1
arteagacaraquis,@alexpinto1989 la rotacion seria de 4? El juego del 19 contra magallanes a quien le tocaria?,0,1
arteagacaraquis,@mariomax7 y si CCS o magallanes o tigres quedan con record positivo el torneo es bueno?En Esta liga deben clasificar 4 de 8.,0,1
arteagacaraquis,@alexpinto1989 no era mejor que chacin lanzara contra magallanes ?,0,1
arteagacaraquis,"@FcojesusVH @CarlosDBautista yo creo que no tiene que ver tanta la diferencia de precios, en general magallanes a tenido mejor promedio como",1,1
arteagacaraquis,@alexpinto1989 ojala salga bien lo de frank lopez pero ese line up de magallanes tiene mucha experiencia.,0,1
arteagacaraquis,@RobyKing ok es cierto pero fijate el caso de magallanes con eliezer alfonzo el pidio salir del magallanes y no por eso lo dejaron libre.,0,1
arteagacaraquis,"@AngelDz32 @RobyKing montero fue firmado por el CCS, magallanes lo tomo en el draf f mi pana.",0,1
arteagacaraquis,@hectOr_2410 y 3ro por que a nivel de fanaticada CCS y Magallanes llevan una buena diferencia con el resto.,0,1
arteagacaraquis,@hectOr_2410 es mas desde que los tigres estan en la LVBP han jugado mas finales que magallanes . Se puede decir que es el 3er grande.,2,1
arteagacaraquis,"@alexpinto1989 jajajaja si, igualito a la de magallanes o tigres que estan en comunicacion permanente con sus grandes ligas.",1,1
joseachirinos85,@hjcaraballo ah ok bro... igual a magallanes le sirve el cuadruple empate o ganar y que pierda bravos para clasificar,0,1
joseachirinos85,@ADNMagallanero viejo que es de cierto que jairo perez interesa a magallanes ?,0,1
joseachirinos85,@3EnBase1300 @elpuerto1 @Magallanes _bbc NO JUEGA EL SABADO.... SERA EL DOMINGO,0,1
Ricinho12,Juego de hoy #LVBP : #Águilas - #Magallanes Abridores: Stephen Fife (1-0) 2.45 vs Félix Hernández (0-0) 18.00 7:00 PM pic.twitter.com/0EdQADlCEt,1,1
Ricinho12,"El Magallanes - Bravos, de hoy, será el escenario para el regreso de Félix Hernández a la #LVBP . El As de Seattle lanzará 2 innings",0,1
Ricinho12,Jornada de hoy #LVBP : Cardenales - Águilas (Doble juego) Tigres - Leones (Doble juego) Magallanes - Bravos,0,1
Ricinho12,Juegos para mañana #LVBP : Bravos - Magallanes Tiburones - Cardenales Águilas - Caribes Leones - Tigres,0,1
Ricinho12,Posiciones #LVBP : Cardenales 31-22 #Águilas 30-23 Caribes 28-26 Bravos 27-26 Tiburones 26-25 Magallanes 23-28 Tigres 22-28 Leones 21-29,1,1
Ricinho12,"Resultados de hoy #LVBP : Tigres 2 - 3 Águilas, Caribes 6 - 7 Bravos, Magallanes 4 - 1 Tiburones",1,1
Ricinho12,Resultado de hoy #LVBP : #Águilas 6 - 3 #Magallanes G: Leonel Campos (4-0) P: Jack Snodgrass (0-2) S: Arcenio León (13),1,1
Ricinho12,Juego de hoy #LVBP : #Águilas - #Magallanes Manauris Báez vs Eduardo Rodríguez #SomosLaGarra,1,1
Ricinho12,Posiciones LVBP: Cardenales 28-22 #Águilas 27-22 Bravos 26-23 Tiburones 25-22 Caribes 25-24 Tigres 20-25 Magallanes 20-26 Leones 20-25,0,1
Ricinho12,"Juegos para mañana #LVBP : Leones - Bravos, Tigres - Tiburones, Águilas - Magallanes , Caribes - Cardenales",0,1
Ricinho12,Resultados de ayer #LVBP : Águilas 3 - 4 Magallanes G: Mitch Lively (4-1) P: Wilfredo Boscán (1-4) S: Hassan Pena (10),0,1
Ricinho12,Abridores anunciados #Águilas para 10ma semana: M - Boscán vs Magallanes M - Hernández vs Leones J - Báez vs Magallanes V - Montero vs Lara,2,1
Ricinho12,"Resultados hoy #LVBP : Leones 3 - 2 Tigres, Águilas 5 - 7 Bravos, Magallanes - Tiburones y Caribes - Lara suspendidos por lluvia",0,1
Ricinho12,Posiciones #LVBP : Águilas 24-15 Cardenales 23-18 Tiburones 20-18 Bravos 21-19 Tigres 17-19 Caribes 18-21 Magallanes 17-21 Leones 14-23,0,1
Ricinho12,Resultados de ayer #LVBP : Lara 2 - 1 Bravos Magallanes 6 - 5 Caribes Águilas 7 - 4 Tiburones (1er juego) Águilas 1- 3 Tiburones (2do juego),0,1
Ricinho12,Juegos de hoy #LVBP : Cardenales - Bravos Caribes - Magallanes Águilas - Tiburones (Doble juego),0,1
Ricinho12,"Juegos de hoy #LVBP : #Tiburones - #Tigres , #Cardenales - #Bravos , #Aguilas - #Leones , #Caribes - #Magallanes",1,1
Ricinho12,"Resultados de ayer #LVBP: #Cardenales 3 - 7 #Bravos , #Caribes 4 - 2 #Tiburones , #Magallanes 5 - 6 #Tigres",0,1
Ricinho12,"Jornada de hoy 20/11 #LVBP : #Cardenales - #Tiburones , #Bravos - #Aguilas , #Tigres - #Caribes , #Leones - #Magallanes",0,1
Ricinho12,"Resto de la jornada de hoy #LVBP : #Tiburones - #Tigres , #Magallanes - #Cardenales",0,1
RicardoRada5,@LaTeleTuya #LVBPxTLT q es la vida d uno q llaman goyito martines del magallanes q buen jugador y lo tienen banqueado debe quere q lo cambie,0,1
RicardoRada5,@LaTeleTuya #LVBPxTLT hubiese sido preferible q el goyito c hubiese quedado con tigres el magallanes lo esta quemando pobrecito..,0,1
RicardoRada5,@LaTeleTuya #LVBPxTLT soy guairista pero triste x el caracas pero hoy gana magallanes x marruñecos.,0,1
RicardoRada5,@LaTeleTuya #LVBPxTLT saludos desde maracay creo q la guaira robo al magallanes con ese cambio..,0,1
RicardoRada5,@germancartaya #LVBPxTLT cuando magallanes le gano a los leones 20x7 cuantas carreras le hizo magallanes en un ininng.?,0,1
RicardoRada5,Q pobre beisbol esta jugando ahorita la guaira ni la sombra del equipo aguerrido..,0,1
A_rob_20,@joseovi Y si es leones en vez de bravos que hay empate en el quinto lugar o sexto el juego extra seria magallanes y tigres.,0,1
A_rob_20,@caraquistas @carlosjara_2 Y el que sale mas beneficiado en un triple empate es leones porque ya le gano la serie al magallanes y tigres.,0,1
A_rob_20,@caraquistas @yzhac2810 Asdrubal se reporto hoy y dijo que puede debutar el jueves contra magallanes .,0,1
A_rob_20,@caraquistas @jasminien El Jueves se enfrenta Magallanes y Leones en el universitario.,0,1
A_rob_20,@caraquistas @raduarlopez Ese Aguilar es del magallanes y paso a las Aguilas del Zulia.,0,1
A_rob_20,"@caraquistas @barelasal6 Aguilar era un jugador del magallanes ,nada que ver con el Aguilar de Leones.",0,1
A_rob_20,@caraquistas @FrankTexeira magallanes no esta jugando bien nada porque sino estuviera mas arriba en la tabla.,0,1
A_rob_20,"Según los magallaneros la culpa de su eliminación tiene nombre y apellido "" Leones Del Caracas "" Ambos quedaron eliminados por malos.",0,1
A_rob_20,Mejor imposible★ Felix Perez cometio un error que costo caro y con su triple barre bases lo pago :) el beisbol da oportunidad @leones_cbbc,0,1
A_rob_20,Vamos Aguilar un jonrón @leones_cbbc,0,1
A_rob_20,Oficialmente los gloriosos Leones del Caracas estan inspirados @leones_cbbc #RemontadaCaraquista,0,1
A_rob_20,Venga Vieja @leones_cbbc,0,1
A_rob_20,Vamos con todo @leones_cbbc,0,1
A_rob_20,Out no joda y que buena jugada de Petit y Aguilar ayudandolo @leones_cbbc,0,1
A_rob_20,Ganamos y esto todavía no se acaba @leones_cbbc,0,1
A_rob_20,"@leones_cbbc Pedrique deberia cambiar el lineup porque va lanzar cesar jimenez que es zurdo,william perez se enfermo y no lanzara hoy.",0,1
A_rob_20,Una nueva semana y a darle con todo @leones_cbbc @caraquistas #RemontadaCaraquista,0,1
A_rob_20,La #RemontadaCaraquista va en serio @leones_cbbc,0,1
A_rob_20,Este es el inning para voltear el juego de una buena vez @leones_cbbc @caraquistas #RemontadaCaraquista .,0,1
A_rob_20,Mañana es otro día @leones_cbbc @caraquistas A ganar y más nada..,0,1
A_rob_20,A seguir con la racha ganadora. #RemontadaCaraquista @leones_cbbc @caraquistas,0,1
A_rob_20,Poco a poco viene la #RemontadaCaraquista @leones_cbbc @caraquistas,1,1
A_rob_20,@leones_cbbc No me extrañaria que el juego lo suspendan hoy.,0,1
A_rob_20,"@caraquistas @simonsanteliz Solarte nunca pertenecio a los leones del caracas ,solamente fue refuerzo,uds no saben de beisbol.",0,1
A_rob_20,@leones_cbbc Vamos equipo yo se que vamos a salir de esta situación.,0,1
JoseGasspar,"Eliminados Caracas y Magallanes , hace rato que debió suceder, el bajón de Bravos y Tiburones fue lo único que les dio vida. Cero mérito.",27,1
JoseGasspar,"¿Refuerzo de Tiburones? Un setup, (Flores, de Magallanes ) y par de Abridores.",5,1
JoseGasspar,"Pero Caribes ganando hoy, se quita de todas, todas, a Magallanes como rival, solo enfrentaría a Bravos o Tiburones, más accesibles. https:// twitter.com/mariomax7/stat us/814461206979297280 …",4,1
JoseGasspar,"Tiburones clasifica mañana con una derrota de Magallanes , Bravos o victoria de Tigres.",6,1
JoseGasspar,"1, número mágico de Tiburones, ganando, perdiendo Bravos o Magallanes clasifica.",7,1
JoseGasspar,"Demasiada intensidad, sinceramente, tremenda la victoria de Tiburones y gallardía la de Magallanes .",21,1
crackberrista,"Si todos hubiesen buscado en un diccionario, la puta diferencia entre comunismo, socialismo y democracia, otro gallo cantaría...",5,0
VictorMarkno,El gran trabajo que ha hecho @rmonascal impulsando esto en la Universidad Simón Bolívar . Grandes los equipos Uesebistas https:// twitter.com/campusb/status /798299478268723202 …,5,0
VictorMarkno,Correo del Rector Enrique Planchart a la comunidad de la Universidad Simón Bolívar . #USBVe pic.twitter.com/kaR2UjvyzE,14,0
VictorMarkno,Universidad Simón Bolívar . Protesta por las firmas del 20% al Referéndum Revocatorio. #LaUniVeEnLaCalle pic.twitter.com/9jg2w3K4EK,26,0
VictorMarkno,Asamblea General de Estudiantes en la Universidad Simón Bolívar : Motivo: Suspención de Recolección del 20% @MovimientoDEMOS pic.twitter.com/XWnhUGc4wD,2,0
VictorMarkno,Sea como sea los trabajadores tienen que llevar comida a sus casas. El gobierno lo sabe y por eso juega con ellos. Juegan con la necesidad. https:// twitter.com/ljortega48/sta tus/788438380401004545 …,0,0
jouvash,Assassin’s Creed dio pena. Q manera de hacer una película a los coñazos,0,0
jouvash,me dirán loco pero a veces extraño la comida de los comedores #USB,1,0
fabi_ad,¿Te animas a participar en la organización de una de las mejores Jornadas interuniversitarias de Computación ? Visita https:// goo.gl/yXtVhY,0,0
AndresEspinoza,"""Mi mamá a veces le dice (a Ozzie) que si no me pone a jugar, no le dará comida "", señaló entre risas Ozney #Tiburones",2,0
AndresEspinoza,"Ozzie: ""He pensado en lo del libro para llevarlo a una fundación , pero vamos a ver si cuando termine esto quiero seguir hablando de pelota""",10,0
carlos_rmd,un pana en Canadá se compró una jarra de esas idéntica a las de cine citta en 8$ canadienses que equivale a 6$ americanos.,2,0
carlos_rmd,jaja qué tontos los que buscan comida en la basura. No se les ocurrió que podían ir a algún restaurante en Las Mercedes https:// twitter.com/aliciacastroar /status/808046238427922432 …,4,0
carlos_rmd,"@Betannnia y te aseguro que no pones la película porque imagínate, tienes que estudiar no perder tiempo",0,0
carlos_rmd,"@yayito73 @zerimaradenip @Javierito321 pendejo, mi abuela tiene 86 años y es primera vez en su vida que no encuentra su comida normal.",0,0
carlos_rmd,no les pasa que esto es lo que quieren almorzar y no la comida que tienen en el congelador? pic.twitter.com/lewJt5N46R,2,0
carlos_rmd,@xjotax_ y duermes en el sofá de la salita de computación,0,0
carlos_rmd,@SuperPanqsito en computación volvieron #publicidad,0,0
carlos_rmd,por qué a casi más nadie le gusta la música nigga? :(,0,0
carlos_rmd,"@Geor_Kufatty bueno, en el centro de acción social por la música eso no es dificil con la feria peruana que ponen en frente jajaja",0,0
AnSanchezRu,"Gallo: Lo más difícil de estar aquí será mantener mi peso. Me gusta mucho la comida , espero cosas buenas ",4,0
AnSanchezRu,"Infancia Feliz viernes!! Música - Un Solo Pueblo. Tema: ""Pastores de San Joaquín"" https:// youtu.be/jE0cL0nuTFs",0,0
JuanPa_Ch,Suspenden Festival de Música #SuenaCaracas por la muerte de Fidel Castro. Según el comunicado será programado para otra fecha #26Nov https:// twitter.com/jorgerpsuv/sta tus/802538468027105282 …,0,0
antoniobreak2,"Ya empezaron a sacar los Oscars, Grammy latinos, entre otros jajajajaja https:// twitter.com/UnPikachuMas/s tatus/814665479558168577 …",0,0
antoniobreak2,"@HBOLAT #MadMaxFuryRoad La veo, La vuelvo a ver y La vuelvo a ver y no me canso de verla que película !!",0,0
antoniobreak2,"Por que te dolió lo que escribí? Acaso les duele la verdad? o es q a ti no te falta la comida , medicina seguridad etc? #LogrosDeLaRevolucion https:// twitter.com/Beacandanga/st atus/797419622186307585 …",0,0
Dimewilni,"Ahora el ex de mi amiga invitándome para el cine , que le sucede?",0,0
Dimewilni,Aveces es necesario cambiar de protagonista para que la película sea un todo un éxito.,0,0
Dimewilni,Si me pongo a escuchar música despierto a mi mamá porque no tengo audífonos.,0,0
Dimewilni,Ando escuchando todo tipo de música .,0,0
Dimewilni,"Estos chavistas con su música a todo volumen, que ladilla.",0,0
Paul_Trejo,"Solo en La Estancia encontrarás, el buen sabor del restaurante , tan tan.",0,0
Paul_Trejo,Verga pero se están muriendo toda esa gente ligada al socialismo .,0,0
Paul_Trejo,La gente quiere que yo madure y lanzarán la película de Power Rangers #AsiNoSePuede,0,0
Paul_Trejo,Soy de esos que prefiere regalar mil veces comida que flores. pic.twitter.com/jIek41MLyB,0,0
Paul_Trejo,Mujeres que pidan comida y no flores. Esas son las que necesito en mi vida.,0,0
Paul_Trejo,@ZaritzaGiron @MoviesChaser apoyo la parte de la comida . Haydee como sabes q son 7lineas?,0,0
Paul_Trejo,"Y cuando más hambre tengo, más fotos de comida veo.",0,0
Paul_Trejo,"Entre pitos y matracas, entre música y sonrisas, el reloj ya nos avisa que ha llegado un año más",0,0
Paul_Trejo,La música vieja es la mejor.,0,0
Negrecio,¿Esto no lo dijo Simón Bolívar ? https:// twitter.com/AndreinaBorges /status/784828793219317760 …,1,0
Negrecio,Esa gente saqueando va a estar en febrero llorando porque no hay comida .,3,0
Negrecio,¿Cuánto tiene que ser tu salario hoy para que no se vaya todo en comida ?,0,0
Negrecio,"Una tragedia lo del Chapecoense, pero los videos que ruedan por las redes con música triste e imágenes de los jugadores rayan en lo morboso.",2,0
Negrecio,En la oficina del doctor tienen puesta música clásica: ¿Qué clase de HTV es este?,1,0
Negrecio,"Perga, las recomendaciones de música de Google Music >>>>>>>>>>>>> Las de Spotify.",0,0
MariaVaniuska,Dígame en el cine con las cotufas,0,0
MariaVaniuska,Karma es que chabe pretendía revivir el socialismo y ahora la derecha usa su gestión de mierda a su favor,0,0
MariaVaniuska,Quiero hacer mis pasantias en una cadena de comida rápida.,0,0
rmonascal,"Que materias vas a dar el proximo trimestre? — Tentativamente, Lab de Algoritmos 1 y Computación 1. :) http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7R6KDDHLAJQHZ6RR5RCD43F55J2RWZGYSPFNH46SZXL2Z7QEAOAYUWOPQT3UY7C65IGTZ3JGBAUUIAPR2ICZXQSK7VB2KC6IF7QKUP5UTXTXXJSBY343NHHGMVJSPAYQR66HBWXZUY2PTVL6DKWHX6AUXIDJXGDZXP5VB2JYXAWJQOC=== …",0,0
jqoriginal,Disfrutando de los Grammy y pensándo que debemos tomar ejemplo de… https://www. instagram.com/p/BM7uL4cjB-5q fhf4h3XfHeUE4sZBHvQg5Ju_rQ0/ …,0,0
jqoriginal,No es mi Jefe de Seguridad. No es mi Guardaespaldas. Es el muchacho de la Pelicula . Les presento… https://www. instagram.com/p/BNz_Ltlj9CS/,1,0
jqoriginal,HOY ES MI DIA Este dia se resume a una Pelicula : Hombres de Honor. Hay una frase que nunca he… https://www. instagram.com/p/BNZD9ljjxjG/,1,0
jqoriginal,Desayuno al estilo @andavnzla Mejor domingo Imposible #desayuno #comida https://www. instagram.com/p/BLWOHxsDerv/,1,0
jqoriginal,Otra cosa estimada @AMAZINGBARBARA no se dice vamos a escuchar una música . Se dice: vamos a escuchar un tema musical. Éxitos!,1,0
jqoriginal,Llego el dia. A los pies de Cruz Diez. Te Amo Venezuela. #aeropuerto #avion #ida #pais … https://www. instagram.com/p/BOjwzy5jHbi/,0,0
JLQEnrique,1)- 5 Cosas que te gusten y Que es lo mas loco que has … — El beisbol La comida alguien de mi liceo trotar y hacer… http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO6G6GNTJPAPQ7A67WHGKHV2XYNMYIYNC6KOFRBMSSZXL2672EQBJNRH6FIN5U36Y3N7NLRP5BJDXAAQDBCPIR3SEK6PA6MD4JHXTT5O5VDVTCUYAVIDZXKE3F4EICDQURLE72IHT74O23OURUDLTKWI2I47GRDX5XPV2BALT47GRM7YYSYZ …,0,0
VeneIdeal,Hay muchos jovenes en Venezuela preparando comida para los mas pobres y miren que belleza de video.... http:// fb.me/QJzTYvRv,49,0
VeneIdeal,"La seguridad se construye desde la base de los Valores, dando a los jóvenes opciones para involucrarse en la sociedad. Ej. Deporte, musica",32,0
VeneIdeal,""".. La #Fundacion Madre MARIA LUISA CASAR necesita de tu ayuda. Les cuento, Montamos el Proyecto del Jenaro... http:// fb.me/1zGRfCNcF",0,0
CJBecas,#8Dic | Estaremos en el #Play de la #Fundación Manny Acta en #SanPedro de #Macoris | #Tryout #Dominicana pic.twitter.com/bmIpje6O7r,0,0
BeisbolConTodo,Feliz y bendecido almuerzo que la comida nunca falte en tu mesa. pic.twitter.com/koBKBKX6lH,0,0
BeisbolConTodo,Gracias a la Fundación Danac de @EmpresasPolar por la invitación del encuentro con #MediosDeComunicacion este miércoles 16 allí estaremos.,0,0
BeisbolConTodo,Este miércoles estaremos compartiendo con la Fundación Danac de @EmpresasPolar en San Felipe Edo Yaracuy. pic.twitter.com/nDljSFerXG,0,0
BeisbolConTodo,Este viernes 11 de noviembre la Fundación @MiguelCabrera realizará en el estadio José Bernardo Pérez de valencia el evento Miggy Ball. pic.twitter.com/PHfOrNuRfV,0,0
Leonardo_140,"NO HAY EFECTIVO y Mañana es fin de Semana ""Que empiece el juego del socialismo del Siglo 21""",0,0
Leonardo_140,Con los precios de los productos increíblemente altos y el Gob mata el efectivo con q es los pobres compran la comida son unos retrasados,0,0
JaimezJacinto,#EsDeViernes arrancar a escuchar música bolichera en el trabajo.,2,0
EmmanuelGMarttz,Celebra FMVZ-UAT 59 aniversario de su fundación http://www. sintesisdelgolfo.com/celebra-fmvz-u at-59-aniversario-fundacion/ … pic.twitter.com/ULiR3YBdqh,0,0
RobyKing,Lejos de incorporarse piezas se fueron lesionando jugadores lo que complicó por completo el panorama. El final será de película de terror.,0,0
RobyKing,"Sin real, sin internet bueno, sin comida , sin navidad. De tanto aburrimiento vamos a tener que protestar para pasar el rato.",1,0
RobyKing,Pero si en todo establecimiento de comida piden es efectivo como se hace? https:// twitter.com/BcodeVenezuela /status/799990888646803456 …,0,0
RobyKing,"""Los zurdos son la comida de mis hijos"". René Reyes antes de ser ponchado por Helmis Rodríguez.",1,0
RobyKing,Por suerte la música es gratis.,0,0
RobyKing,Música dramática! Ya esto se veía venir previo al encuentro. https:// twitter.com/tiburones_net/ status/797879625120681984 …,1,0
RobyKing,Se va a empatar el juego. Hale sale del juego y creo que va directo al aeropuerto .,2,0
segovia_mauro,@MariaDeLisa @ldvalera seguro esto lo venden en Cine Citta,0,0
mariafe77850252,@carlosvives creemr que si tu no estuvieras en esa canción shakira por lo menos no por ahora ae gana un grammy,0,0
mariafe77850252,@carlosvives soy venezolana pero se que eres un icono en ma musica colombiana que trasmite esplendor en el mundo mia respetos y admiracion,0,0
sluggerscorpo,A sólo horas de hacerse oficial el retiro del quien hoy será el muchacho de la pelicula . Adiós a un grande de la pelota rentada de Venezuela pic.twitter.com/zxujHunccP,2,0
sluggerscorpo,El Director Internacional Carlos Ríos @rioscaribes se topó en el aeropuerto de #miami con los Grandes Ligas Melkys Cabrera y @fran_cervelli pic.twitter.com/3SUh96cXPq,2,0
academywbt,"Fundación 1.000 Sonrisas, su Presidente, Víctor Vázquez y equipo de valiosos colaboradores, mejoran calidad de vida de niños con el deporte pic.twitter.com/CIJIZPMdZH",0,0
academywbt,"En la foto, Juan Gomez, Elison Forero, Omar Vizquel, Prof. Andrew y Víctor Vazquez, labor social a beneficio de Fundación 1.000 Sonrisas. pic.twitter.com/YZgUquO3K6",0,0
academywbt,Cierre de la Miggy Ball 24 del 2016 con la participación de niños de 8 a 10 años. Fundación Miguel Cabrera y WBTA haciendo historia!! pic.twitter.com/VD6yZaSHrB,0,0
academywbt,"Miguel Cabrera, Prof. Andrew y Juan Gomez en cierre Gira Miggy Ball 24 en Maracay. Evento organizado por su fundación con apoyo de la WBTA. pic.twitter.com/xx3WvQXO5B",0,0
academywbt,"Fundación Miguel Cabrera y Academywbt, en evento divertido y ameno, la Miggy Ball 24, con asistencia de 200 niños. Un éxito! pic.twitter.com/Y2JC6AER1A",0,0
TECNOLOCOFUL,Nuestro Libertador Simón Bolívar mas vivo que nunca !!! #PuebloResteadoEnCaracas pic.twitter.com/RzBMoE0P1r,1,0
TECNOLOCOFUL,Pdte. @NicolasMaduro “Este es el sable original de Simón Bolívar . Es el sable victorioso del Pueblo”. pic.twitter.com/c69Z4On7kC,1,0
TECNOLOCOFUL,"El padre de la Patria, Simón Bolívar , en el billete de Bs. 20.000 #ConoMonetarioBCV pic.twitter.com/8eGqJpTnzc",0,0
TECNOLOCOFUL,"Hace 12 años nació el ALBA, hoy ALBA-TCP, bastión de los pueblos del Sur para consolidar el socialismo del siglo https:// XXI.pic.twitter.com/Tg5zxcNaph",0,0
TECNOLOCOFUL,#AHORA | Presidente @NicolasMaduro hace acto de presencia en el despliegue del Socialismo Territorial pic.twitter.com/b01QkEPmm7,2,0
TECNOLOCOFUL,¿hay PENDEJOS que creen que la USURA es una caracteristica del socialismo ? No señor! Esto es ¡CAPITALISMO POPULAR! Pueblo ROBANDO a pueblo.,0,0
TECNOLOCOFUL,#UnParaoAlFraude porque dirigimos la patria bajo la norma legal que establece nuestra Carta Magna y seguiremos construyendo el socialismo pic.twitter.com/mPJRPh0o2o,1,0
TECNOLOCOFUL,"#GolpeDeTimonPaVencer Un presupuesto para la protección del pueblo: 73,6% en inversión social. Solo en socialismo . Via @CiudadCCS pic.twitter.com/outqlsYdwq",0,0
TECNOLOCOFUL,Con #GolpeDeTimonPaVencer se da impulso a la Revolución Bolivariana y a la construcción del socialismo del S.XXI pic.twitter.com/e41CPzXgsz,0,0
TECNOLOCOFUL,Como siga el aumento de los precios de la comida será más fácil rascarse (beber alcohol hasta quedar OUT) que alimentarse... XD,1,0
